ID,prediksi,probabilitas,cluster,cluster_label,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43341,yes,90.70%,1,Nasabah dengan Cicilan,37,technician,married,secondary,no,1458,no,no,cellular,22,mar,344,1,326,1,success,no
43342,yes,67.94%,2,Nasabah Mapan,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
43343,yes,78.34%,1,Nasabah dengan Cicilan,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
43344,yes,91.15%,2,Nasabah Mapan,72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
43345,no,17.11%,1,Nasabah dengan Cicilan,42,unemployed,married,secondary,no,0,yes,yes,cellular,23,mar,158,1,330,12,failure,no
43346,yes,79.01%,1,Nasabah dengan Cicilan,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
43347,yes,75.87%,0,Prospek Baru,29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,-1,0,unknown,yes
43348,yes,81.64%,2,Nasabah Mapan,30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
43349,yes,84.38%,0,Prospek Baru,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
43350,yes,61.22%,1,Nasabah dengan Cicilan,43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,yes
43351,yes,59.95%,0,Prospek Baru,37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
43352,yes,54.13%,2,Nasabah Mapan,46,management,single,secondary,no,5993,no,no,cellular,25,mar,151,1,184,2,failure,no
43353,yes,94.02%,2,Nasabah Mapan,62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
43354,yes,76.09%,2,Nasabah Mapan,20,student,single,unknown,no,179,no,no,cellular,25,mar,196,3,182,3,failure,no
43355,yes,86.92%,0,Prospek Baru,77,management,married,tertiary,no,5619,no,no,cellular,25,mar,189,1,-1,0,unknown,no
43356,yes,82.15%,1,Nasabah dengan Cicilan,26,management,single,tertiary,no,1370,no,no,cellular,25,mar,231,1,295,1,other,no
43357,yes,95.80%,2,Nasabah Mapan,57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
43358,yes,61.73%,0,Prospek Baru,58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
43359,no,26.17%,0,Prospek Baru,26,student,married,tertiary,no,8750,no,no,cellular,26,mar,98,2,-1,0,unknown,no
43360,no,11.63%,0,Prospek Baru,57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,2,-1,0,unknown,no
43361,yes,83.73%,0,Prospek Baru,33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes
43362,yes,67.60%,1,Nasabah dengan Cicilan,47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
43363,yes,82.13%,2,Nasabah Mapan,60,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,1,88,3,other,no
43364,yes,74.78%,0,Prospek Baru,39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
43365,no,36.74%,2,Nasabah Mapan,30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,156,1,137,1,other,no
43366,no,49.86%,0,Prospek Baru,82,retired,divorced,primary,no,1419,no,no,telephone,26,mar,139,1,-1,0,unknown,no
43367,no,36.63%,2,Nasabah Mapan,59,retired,married,primary,no,4007,no,no,cellular,26,mar,157,2,116,4,failure,no
43368,yes,56.78%,2,Nasabah Mapan,72,retired,married,primary,no,0,no,no,cellular,26,mar,201,3,191,3,failure,no
43369,yes,51.73%,3,Profesional Elite,35,admin.,married,tertiary,no,957,yes,no,cellular,26,mar,263,4,667,4,failure,no
43370,yes,92.40%,0,Prospek Baru,70,management,married,tertiary,no,1295,no,no,cellular,26,mar,698,1,-1,0,unknown,no
43371,no,44.51%,2,Nasabah Mapan,30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
43372,no,41.96%,2,Nasabah Mapan,36,admin.,married,tertiary,no,1145,yes,no,cellular,29,mar,198,2,181,3,failure,no
43373,no,3.86%,1,Nasabah dengan Cicilan,45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,88,3,311,3,failure,no
43374,yes,80.01%,1,Nasabah dengan Cicilan,31,management,single,tertiary,no,4319,yes,no,cellular,29,mar,515,2,334,5,failure,no
43375,yes,73.98%,0,Prospek Baru,51,admin.,married,secondary,no,1204,no,no,cellular,29,mar,317,4,-1,0,unknown,no
43376,no,26.82%,0,Prospek Baru,31,management,single,tertiary,no,522,no,no,telephone,29,mar,113,4,-1,0,unknown,no
43377,yes,61.12%,1,Nasabah dengan Cicilan,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
43378,yes,72.97%,2,Nasabah Mapan,42,technician,married,secondary,no,2152,no,no,cellular,30,mar,361,2,181,2,failure,no
43379,no,38.41%,2,Nasabah Mapan,40,admin.,married,secondary,no,3126,yes,no,cellular,30,mar,186,2,90,5,failure,no
43380,yes,93.66%,1,Nasabah dengan Cicilan,57,management,divorced,tertiary,no,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
43381,yes,79.83%,2,Nasabah Mapan,23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
43382,no,6.35%,0,Prospek Baru,56,housemaid,single,tertiary,no,1947,no,no,unknown,30,mar,110,1,-1,0,unknown,yes
43383,yes,80.70%,2,Nasabah Mapan,31,management,single,tertiary,no,9629,no,no,cellular,30,mar,371,1,174,4,failure,no
43384,yes,73.77%,0,Prospek Baru,33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,yes
43385,yes,57.58%,0,Prospek Baru,44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,-1,0,unknown,yes
43386,yes,82.27%,2,Nasabah Mapan,80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,yes
43387,yes,91.65%,2,Nasabah Mapan,47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
43388,yes,63.71%,2,Nasabah Mapan,27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
43389,yes,66.74%,1,Nasabah dengan Cicilan,27,self-employed,single,tertiary,no,1393,no,no,cellular,31,mar,382,1,271,1,failure,no
43390,no,1.46%,0,Prospek Baru,34,blue-collar,married,primary,no,1666,yes,no,unknown,31,mar,30,1,-1,0,unknown,no
43391,no,17.21%,1,Nasabah dengan Cicilan,26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,yes
43392,no,4.65%,2,Nasabah Mapan,61,management,married,tertiary,no,0,yes,yes,cellular,1,apr,158,1,115,2,failure,no
43393,yes,70.66%,2,Nasabah Mapan,50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,yes
43394,yes,77.49%,2,Nasabah Mapan,84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
43395,yes,67.25%,0,Prospek Baru,86,retired,married,primary,no,5236,no,no,telephone,1,apr,558,2,-1,0,unknown,yes
43396,no,25.08%,1,Nasabah dengan Cicilan,33,technician,single,secondary,no,234,no,no,cellular,1,apr,176,1,370,2,failure,no
43397,no,17.48%,1,Nasabah dengan Cicilan,46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes
43398,yes,66.45%,0,Prospek Baru,26,management,single,tertiary,no,7628,no,no,cellular,1,apr,263,1,-1,0,unknown,no
43399,no,43.36%,0,Prospek Baru,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
43400,no,8.71%,0,Prospek Baru,60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,111,1,-1,0,unknown,yes
43401,no,41.87%,1,Nasabah dengan Cicilan,47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,yes
43402,yes,82.12%,0,Prospek Baru,53,blue-collar,married,secondary,no,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,no
43403,yes,73.18%,0,Prospek Baru,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
43404,yes,65.54%,0,Prospek Baru,54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,-1,0,unknown,yes
43405,no,34.82%,3,Profesional Elite,54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,547,1,626,2,failure,yes
43406,no,38.97%,0,Prospek Baru,34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
43407,no,38.38%,2,Nasabah Mapan,70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172,3,186,1,failure,no
43408,no,45.02%,2,Nasabah Mapan,44,management,married,secondary,no,2897,no,no,cellular,5,apr,296,1,180,4,other,no
43409,yes,83.47%,0,Prospek Baru,19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,unknown,yes
43410,yes,77.87%,2,Nasabah Mapan,24,student,single,secondary,no,4126,no,no,cellular,5,apr,907,4,185,7,failure,yes
43411,no,47.21%,2,Nasabah Mapan,49,management,married,tertiary,no,3842,no,no,cellular,5,apr,163,1,186,3,failure,no
43412,yes,66.11%,0,Prospek Baru,39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
43413,yes,51.65%,0,Prospek Baru,53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,unknown,yes
43414,yes,78.42%,2,Nasabah Mapan,50,management,married,tertiary,no,5108,yes,no,cellular,5,apr,874,2,108,3,success,no
43415,no,27.54%,1,Nasabah dengan Cicilan,34,admin.,divorced,secondary,no,961,no,no,cellular,5,apr,137,2,430,2,failure,no
43416,no,49.27%,1,Nasabah dengan Cicilan,29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
43417,no,36.10%,1,Nasabah dengan Cicilan,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
43418,yes,50.53%,0,Prospek Baru,50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,yes
43419,no,49.78%,1,Nasabah dengan Cicilan,30,technician,single,tertiary,no,2325,no,no,cellular,5,apr,270,3,241,4,other,no
43420,no,40.52%,1,Nasabah dengan Cicilan,50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,283,1,319,3,failure,no
43421,yes,51.17%,1,Nasabah dengan Cicilan,32,management,single,secondary,no,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
43422,yes,59.12%,1,Nasabah dengan Cicilan,27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
43423,no,3.69%,1,Nasabah dengan Cicilan,33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
43424,yes,86.15%,2,Nasabah Mapan,80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success,no
43425,no,38.39%,2,Nasabah Mapan,33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
43426,no,25.43%,2,Nasabah Mapan,57,retired,married,unknown,no,230,no,no,cellular,6,apr,177,2,210,3,failure,yes
43427,no,11.74%,1,Nasabah dengan Cicilan,58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,no
43428,no,45.08%,2,Nasabah Mapan,27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
43429,no,10.11%,1,Nasabah dengan Cicilan,37,admin.,married,secondary,no,0,yes,no,cellular,8,apr,208,3,349,2,failure,no
43430,no,17.42%,0,Prospek Baru,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
43431,no,27.47%,0,Prospek Baru,46,entrepreneur,married,tertiary,no,9,no,no,cellular,8,apr,126,6,-1,0,unknown,no
43432,yes,75.97%,0,Prospek Baru,78,retired,divorced,primary,no,1389,no,no,cellular,8,apr,335,1,-1,0,unknown,yes
43433,yes,68.29%,0,Prospek Baru,43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
43434,yes,79.82%,2,Nasabah Mapan,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
43435,yes,58.43%,0,Prospek Baru,36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes
43436,no,49.87%,0,Prospek Baru,36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,-1,0,unknown,yes
43437,no,22.67%,2,Nasabah Mapan,69,retired,married,primary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,no
43438,no,47.92%,1,Nasabah dengan Cicilan,31,management,single,tertiary,no,3289,no,no,cellular,12,apr,235,1,314,1,failure,no
43439,no,28.19%,1,Nasabah dengan Cicilan,50,technician,married,tertiary,no,0,no,yes,cellular,12,apr,337,1,258,6,failure,no
43440,no,14.23%,0,Prospek Baru,29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
43441,yes,63.66%,2,Nasabah Mapan,73,retired,divorced,secondary,no,7111,yes,no,cellular,12,apr,284,1,182,1,success,no
43442,no,21.32%,2,Nasabah Mapan,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,apr,93,1,173,2,success,no
43443,yes,92.47%,2,Nasabah Mapan,26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
43444,yes,71.25%,2,Nasabah Mapan,29,management,single,tertiary,no,502,no,no,cellular,12,apr,366,2,199,3,other,no
43445,yes,56.81%,1,Nasabah dengan Cicilan,27,admin.,single,secondary,no,1327,no,no,cellular,12,apr,339,1,241,9,other,no
43446,no,33.90%,2,Nasabah Mapan,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,12,apr,119,1,181,2,success,no
43447,no,30.91%,2,Nasabah Mapan,71,retired,divorced,secondary,no,3104,no,no,telephone,12,apr,271,1,187,1,failure,no
43448,no,12.54%,0,Prospek Baru,29,student,married,tertiary,no,10596,yes,no,cellular,12,apr,143,1,-1,0,unknown,no
43449,yes,81.24%,0,Prospek Baru,25,student,single,tertiary,no,293,no,no,cellular,12,apr,231,1,-1,0,unknown,no
43450,yes,75.88%,2,Nasabah Mapan,62,retired,married,secondary,no,2917,no,no,cellular,12,apr,147,1,188,1,success,no
43451,no,48.09%,0,Prospek Baru,33,technician,married,secondary,no,5083,no,no,cellular,12,apr,175,1,-1,0,unknown,no
43452,yes,50.03%,0,Prospek Baru,35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,yes
43453,no,45.14%,0,Prospek Baru,29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,no
43454,no,14.38%,2,Nasabah Mapan,35,blue-collar,single,unknown,no,484,no,no,cellular,12,apr,143,2,186,1,failure,no
43455,yes,51.55%,0,Prospek Baru,31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
43456,yes,53.95%,0,Prospek Baru,56,technician,married,secondary,no,147,no,no,cellular,12,apr,203,1,-1,0,unknown,no
43457,yes,53.24%,0,Prospek Baru,25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
43458,no,17.59%,1,Nasabah dengan Cicilan,80,housemaid,married,secondary,no,499,no,no,telephone,13,apr,224,2,393,4,failure,no
43459,no,46.38%,2,Nasabah Mapan,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,yes
43460,no,14.48%,2,Nasabah Mapan,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
43461,yes,94.28%,0,Prospek Baru,30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,1,-1,0,unknown,yes
43462,no,27.70%,2,Nasabah Mapan,62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
43463,yes,61.68%,2,Nasabah Mapan,25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
43464,yes,86.12%,1,Nasabah dengan Cicilan,32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,yes
43465,yes,77.33%,3,Profesional Elite,36,management,single,tertiary,no,436,no,no,cellular,13,apr,567,1,595,2,failure,yes
43466,no,13.21%,1,Nasabah dengan Cicilan,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
43467,yes,56.64%,2,Nasabah Mapan,38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
43468,yes,83.62%,2,Nasabah Mapan,35,technician,single,tertiary,no,670,no,no,cellular,13,apr,278,4,182,2,success,yes
43469,no,9.96%,0,Prospek Baru,45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,122,1,-1,0,unknown,yes
43470,no,22.93%,0,Prospek Baru,25,blue-collar,single,primary,no,4599,no,no,telephone,13,apr,120,6,-1,0,unknown,no
43471,yes,69.41%,0,Prospek Baru,36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,-1,0,unknown,yes
43472,yes,92.68%,2,Nasabah Mapan,23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,yes
43473,no,16.95%,0,Prospek Baru,38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,1,-1,0,unknown,yes
43474,no,41.65%,2,Nasabah Mapan,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,yes
43475,no,45.99%,2,Nasabah Mapan,70,retired,married,secondary,no,1310,no,no,cellular,14,apr,318,1,181,1,failure,no
43476,yes,70.88%,2,Nasabah Mapan,35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
43477,no,5.39%,2,Nasabah Mapan,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
43478,yes,78.31%,2,Nasabah Mapan,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
43479,yes,59.25%,0,Prospek Baru,26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,-1,0,unknown,yes
43480,yes,88.16%,2,Nasabah Mapan,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
43481,no,30.80%,1,Nasabah dengan Cicilan,59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
43482,yes,63.57%,0,Prospek Baru,30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
43483,yes,73.88%,1,Nasabah dengan Cicilan,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
43484,no,36.69%,0,Prospek Baru,39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes
43485,no,42.97%,1,Nasabah dengan Cicilan,24,management,single,tertiary,no,736,yes,no,cellular,15,apr,442,2,246,2,other,yes
43486,no,3.89%,2,Nasabah Mapan,62,retired,married,primary,no,1515,yes,no,cellular,15,apr,98,4,178,3,failure,no
43487,yes,67.51%,1,Nasabah dengan Cicilan,33,student,single,unknown,no,2321,no,no,cellular,15,apr,699,2,381,2,failure,no
43488,yes,86.52%,2,Nasabah Mapan,22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
43489,no,21.07%,2,Nasabah Mapan,36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,297,4,182,2,other,yes
43490,yes,56.28%,0,Prospek Baru,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
43491,yes,64.06%,0,Prospek Baru,22,management,single,tertiary,no,104,no,yes,cellular,16,apr,330,3,-1,0,unknown,yes
43492,no,24.70%,2,Nasabah Mapan,31,blue-collar,single,secondary,no,4,no,no,cellular,16,apr,148,2,182,3,other,no
43493,no,17.59%,0,Prospek Baru,21,student,single,secondary,no,546,no,no,unknown,17,apr,94,1,-1,0,unknown,no
43494,no,39.73%,0,Prospek Baru,34,management,married,tertiary,no,589,no,no,cellular,19,apr,125,2,-1,0,unknown,yes
43495,no,16.66%,2,Nasabah Mapan,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,185,1,failure,no
43496,yes,51.90%,0,Prospek Baru,34,technician,single,secondary,no,1313,no,no,cellular,19,apr,237,4,-1,0,unknown,no
43497,no,49.58%,1,Nasabah dengan Cicilan,21,student,single,unknown,no,330,no,no,cellular,19,apr,232,3,364,2,failure,no
43498,no,44.31%,1,Nasabah dengan Cicilan,57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,220,1,367,7,success,no
43499,yes,91.83%,2,Nasabah Mapan,22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
43500,no,46.21%,0,Prospek Baru,27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
43501,no,36.98%,2,Nasabah Mapan,73,retired,married,secondary,no,2850,no,no,cellular,19,apr,184,2,185,3,failure,no
43502,yes,54.98%,0,Prospek Baru,57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes
43503,no,8.19%,0,Prospek Baru,60,entrepreneur,married,primary,no,2408,no,no,telephone,20,apr,102,4,-1,0,unknown,no
43504,yes,83.87%,2,Nasabah Mapan,30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
43505,yes,66.45%,2,Nasabah Mapan,55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
43506,no,43.35%,1,Nasabah dengan Cicilan,36,management,single,tertiary,no,3669,no,no,cellular,20,apr,166,1,376,1,other,no
43507,no,20.08%,2,Nasabah Mapan,38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
43508,no,21.79%,3,Profesional Elite,39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
43509,no,38.43%,2,Nasabah Mapan,74,retired,married,tertiary,no,4912,no,no,telephone,20,apr,268,2,181,3,failure,no
43510,yes,80.29%,2,Nasabah Mapan,38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
43511,yes,76.95%,1,Nasabah dengan Cicilan,31,admin.,divorced,secondary,no,2980,no,no,cellular,20,apr,930,4,292,2,other,no
43512,yes,54.90%,1,Nasabah dengan Cicilan,43,self-employed,married,tertiary,no,3157,no,no,cellular,21,apr,381,2,330,17,other,no
43513,yes,86.39%,0,Prospek Baru,24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,-1,0,unknown,yes
43514,yes,69.92%,1,Nasabah dengan Cicilan,30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
43515,no,48.11%,0,Prospek Baru,42,housemaid,divorced,primary,no,273,no,no,cellular,21,apr,354,1,-1,0,unknown,no
43516,yes,65.57%,0,Prospek Baru,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
43517,yes,78.19%,0,Prospek Baru,25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown,yes
43518,yes,75.37%,0,Prospek Baru,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
43519,no,43.04%,2,Nasabah Mapan,52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
43520,no,32.03%,0,Prospek Baru,58,entrepreneur,married,secondary,no,496,no,no,cellular,22,apr,132,1,-1,0,unknown,yes
43521,yes,58.68%,0,Prospek Baru,51,management,married,secondary,no,335,no,no,cellular,22,apr,234,1,-1,0,unknown,no
43522,yes,83.62%,0,Prospek Baru,26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,unknown,yes
43523,yes,54.67%,1,Nasabah dengan Cicilan,64,retired,divorced,secondary,no,4833,no,no,cellular,22,apr,247,2,251,1,failure,no
43524,yes,55.28%,1,Nasabah dengan Cicilan,62,technician,married,unknown,no,635,no,no,cellular,22,apr,292,4,247,1,other,no
43525,yes,96.76%,1,Nasabah dengan Cicilan,62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
43526,yes,61.46%,2,Nasabah Mapan,76,retired,divorced,primary,no,2693,no,no,cellular,23,apr,109,5,184,2,success,no
43527,yes,95.83%,2,Nasabah Mapan,40,technician,married,tertiary,no,206,no,no,cellular,23,apr,499,6,185,4,success,yes
43528,yes,80.61%,0,Prospek Baru,76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,4,-1,0,unknown,yes
43529,yes,80.63%,0,Prospek Baru,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,unknown,yes
43530,yes,74.27%,0,Prospek Baru,61,retired,married,secondary,no,483,no,no,cellular,23,apr,164,1,-1,0,unknown,no
43531,no,33.39%,3,Profesional Elite,42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
43532,yes,88.78%,2,Nasabah Mapan,43,technician,single,unknown,no,11115,no,no,cellular,23,apr,291,1,182,3,success,yes
43533,yes,96.18%,2,Nasabah Mapan,73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
43534,yes,76.92%,2,Nasabah Mapan,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
43535,no,40.13%,2,Nasabah Mapan,31,admin.,single,secondary,no,81,yes,no,cellular,23,apr,215,2,165,11,other,no
43536,yes,92.15%,2,Nasabah Mapan,77,management,married,unknown,no,1780,yes,no,cellular,23,apr,361,2,182,5,success,yes
43537,yes,80.26%,1,Nasabah dengan Cicilan,46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,465,2,369,2,success,yes
43538,no,25.25%,0,Prospek Baru,80,retired,divorced,primary,no,5861,no,no,telephone,26,apr,92,8,-1,0,unknown,no
43539,yes,81.80%,2,Nasabah Mapan,35,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,186,2,success,yes
43540,no,14.33%,0,Prospek Baru,36,management,married,tertiary,no,2183,yes,no,cellular,26,apr,116,2,-1,0,unknown,no
43541,yes,87.16%,0,Prospek Baru,31,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,2,-1,0,unknown,yes
43542,yes,64.42%,2,Nasabah Mapan,41,technician,single,tertiary,no,431,no,no,cellular,26,apr,128,2,186,3,success,no
43543,yes,63.31%,1,Nasabah dengan Cicilan,26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
43544,no,14.08%,2,Nasabah Mapan,46,blue-collar,married,secondary,no,1723,no,no,cellular,26,apr,102,3,192,4,other,no
43545,yes,88.50%,2,Nasabah Mapan,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes
43546,no,25.32%,2,Nasabah Mapan,60,housemaid,married,primary,no,182,no,no,cellular,26,apr,166,5,181,5,failure,no
43547,yes,69.23%,0,Prospek Baru,41,admin.,divorced,secondary,no,3823,no,no,cellular,26,apr,234,10,-1,0,unknown,no
43548,yes,95.95%,2,Nasabah Mapan,29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
43549,no,27.26%,2,Nasabah Mapan,70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
43550,yes,89.59%,2,Nasabah Mapan,30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,yes
